Data*Olesno - ul. Słowackiego (pył zawieszony PM10 [jednostka ug/m3])
2023-06-10 01:00,20.1,
2023-06-10 02:00,21.5,
2023-06-10 03:00,23.0,
2023-06-10 04:00,29.7,
2023-06-10 05:00,33.7,
2023-06-10 06:00,33.7,
2023-06-10 07:00,25.0,
2023-06-10 08:00,25.2,
2023-06-10 09:00,25.9,
2023-06-10 10:00,21.6,
2023-06-10 11:00,24.1,
2023-06-10 12:00,21.8,
2023-06-10 13:00,21.0,
2023-06-10 14:00,18.4,
2023-06-10 15:00,27.9,
2023-06-10 16:00,19.1,
2023-06-10 17:00,21.6,
2023-06-10 18:00,24.6,
2023-06-10 19:00,24.9,
2023-06-10 20:00,25.0,
2023-06-10 21:00,16.7,
2023-06-10 22:00,21.4,
2023-06-10 23:00,17.0,
2023-06-11 00:00,18.6,
2023-06-11 01:00,20.4,
2023-06-11 02:00,19.1,
2023-06-11 03:00,22.6,
2023-06-11 04:00,23.1,
2023-06-11 05:00,15.4,
2023-06-11 06:00,23.5,
2023-06-11 07:00,24.0,
2023-06-11 08:00,21.2,
2023-06-11 09:00,18.5,
2023-06-11 10:00,20.2,
2023-06-11 11:00,19.2,
2023-06-11 12:00,19.5,
2023-06-11 13:00,20.2,
2023-06-11 14:00,14.1,
2023-06-11 15:00,18.8,
2023-06-11 16:00,16.5,
2023-06-11 17:00,17.6,
2023-06-11 18:00,13.8,
2023-06-11 19:00,15.4,
2023-06-11 20:00,24.0,
2023-06-11 21:00,23.7,
2023-06-11 22:00,24.6,
2023-06-11 23:00,23.7,
2023-06-12 00:00,24.5,
2023-06-12 01:00,23.9,
2023-06-12 02:00,22.3,
2023-06-12 03:00,20.1,
2023-06-12 04:00,25.8,
2023-06-12 05:00,17.8,
2023-06-12 06:00,20.6,
2023-06-12 07:00,20.9,
2023-06-12 08:00,25.8,
2023-06-12 09:00,24.0,
2023-06-12 10:00,19.2,
2023-06-12 11:00,18.1,
2023-06-12 12:00,20.4,
2023-06-12 13:00,28.5,
2023-06-12 14:00,14.1,
2023-06-12 15:00,13.2,
2023-06-12 16:00,15.2,
2023-06-12 17:00,20.4,
2023-06-12 18:00,17.2,
2023-06-12 19:00,14.8,
2023-06-12 20:00,17.7,
2023-06-12 21:00,21.1,
2023-06-12 22:00,22.9,
2023-06-12 23:00,18.4,
2023-06-13 00:00,22.6,
2023-06-13 01:00,19.5,
2023-06-13 02:00,23.0,
2023-06-13 03:00,16.4,
2023-06-13 04:00,23.7,
2023-06-13 05:00,22.8,
2023-06-13 06:00,18.2,
2023-06-13 07:00,19.3,
2023-06-13 08:00,44.6,
2023-06-13 09:00,35.9,
2023-06-13 10:00,25.8,
2023-06-13 11:00,16.6,
2023-06-13 12:00,21.4,
2023-06-13 13:00,13.2,
2023-06-13 14:00,18.9,
2023-06-13 15:00,12.5,
2023-06-13 16:00,21.1,
2023-06-13 17:00,18.8,
2023-06-13 18:00,20.4,
2023-06-13 19:00,13.1,
2023-06-13 20:00,8.8,
2023-06-13 21:00,9.3,
2023-06-13 22:00,15.3,
2023-06-13 23:00,15.6,
2023-06-14 00:00,12.2,
2023-06-14 01:00,11.4,
2023-06-14 02:00,18.0,
2023-06-14 03:00,13.9,
2023-06-14 04:00,13.3,
2023-06-14 05:00,16.6,
2023-06-14 06:00,19.3,
2023-06-14 07:00,23.4,
2023-06-14 08:00,19.8,
2023-06-14 09:00,17.9,
2023-06-14 10:00,17.9,
2023-06-14 11:00,17.2,
2023-06-14 12:00,13.8,
2023-06-14 13:00,19.3,
2023-06-14 14:00,22.3,
2023-06-14 15:00,26.7,
2023-06-14 16:00,23.0,
2023-06-14 17:00,15.9,
2023-06-14 18:00,11.3,
2023-06-14 19:00,10.6,
2023-06-14 20:00,17.6,
2023-06-14 21:00,20.5,
2023-06-14 22:00,17.4,
2023-06-14 23:00,16.8,
2023-06-15 00:00,20.3,
2023-06-15 01:00,20.3,
2023-06-15 02:00,20.9,
2023-06-15 03:00,23.1,
2023-06-15 04:00,15.0,
2023-06-15 05:00,22.8,
2023-06-15 06:00,21.4,
2023-06-15 07:00,18.0,
2023-06-15 08:00,19.0,
2023-06-15 09:00,15.4,
2023-06-15 10:00,20.3,
2023-06-15 11:00,20.0,
2023-06-15 12:00,15.0,
2023-06-15 13:00,23.4,
2023-06-15 14:00,21.5,
2023-06-15 15:00,17.1,
2023-06-15 16:00,7.7,
2023-06-15 17:00,20.9,
2023-06-15 18:00,14.1,
2023-06-15 19:00,20.0,
2023-06-15 20:00,23.8,
2023-06-15 21:00,19.4,
2023-06-15 22:00,31.3,
2023-06-15 23:00,29.1,
2023-06-16 00:00,25.3,
